BAD,LOAN,MORTDUE,VALUE,REASON,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,Other,Office,Sales,Mgr,ProfExe,Self
0,15200,102925,114520,1,3,0,0,137.3893727,0,22,36.44647661,0,1,0,0,0,0
0,15200,85303,131022,0,14,0,0,295.495733,0,18,29.60992004,0,0,0,0,1,0
0,15200,49428,62696,0,27,0,0,265.3953128,1,16,38.50079645,0,0,0,1,0,0
0,15200,69320,89644,0,11,0,0,91.74348238,2,11,31.11492975,1,0,0,0,0,0
0,15200,,67103,,1,0,0,,0,0,3.688958496,,,,,,
1,15200,105328,113931,1,3,0,0,138.1335045,2,32,61.89063458,0,0,0,0,1,0
0,15200,47200,74510,0,17,0,0,174.5215618,0,23,41.86337612,0,0,0,0,1,0
0,15200,20005,39605,0,8,0,0,96.73490299,0,10,21.74161074,0,0,0,1,0,0
0,15200,142766,177998,0,12,0,0,260.3834391,0,21,27.53327222,0,0,0,1,0,0
1,15200,96341,118734,0,1,1,,90.7327804,1,26,39.14005597,1,0,0,0,0,0
0,15200,34854,63519,0,6,0,0,275.4796976,0,15,20.78514557,0,0,0,0,1,0
0,15200,41049,50892,0,1,0,0,276.1673578,1,34,38.37983372,0,0,0,0,1,0
0,15200,43961,62171,0,,0,0,124.8068459,1,18,39.58005434,1,0,0,0,0,0
0,15200,90108,118941,1,2,0,2,170.9389426,0,25,41.15750106,0,0,0,1,0,0
0,15200,40341,58834,0,,0,0,100.0144552,0,15,41.10267691,1,0,0,0,0,0
0,15200,7879,95124,1,13,0,1,270.2858992,0,22,29.16014082,1,0,0,0,0,0
0,15200,65000,92000,0,1,0,0,152.1333333,4,20,,0,1,0,0,0,0
0,15200,102699,121925,1,2,0,0,155.9201487,0,22,36.74563904,0,1,0,0,0,0
0,15200,,100320,,,0,0,190.256476,0,9,33.79999228,1,0,0,0,0,0
0,15200,77636,95682,0,10,1,1,335.8413218,,41,37.98254375,0,0,0,0,1,0
0,15200,71233,84439,0,1,0,0,242.9833214,2,26,32.21005036,1,0,0,0,0,0
0,15200,8723,66817,0,0,0,0,309.5026335,0,5,37.7638359,0,0,1,0,0,0
0,15200,64028,95482,0,2,0,0,174.1643955,0,24,24.86160353,0,1,0,0,0,0
0,15200,53433,114245,1,2,,3,155.3674866,1,24,36.95461516,0,1,0,0,0,0
0,15200,59745,81269,0,8,,,,,,26.98558122,,,,,,
0,15300,65298,94301,0,1,0,0,150.4998679,4,19,31.35764214,0,1,0,0,0,0
0,15300,22057,44461,,1,0,0,210.2754761,0,16,40.43225224,0,1,0,0,0,0
0,15300,22079,168281,1,8,0,0,301.4910256,0,27,27.7711227,0,0,0,0,0,1
0,15300,57840,86903,0,0,0,0,110.8272244,4,11,38.82617752,1,0,0,0,0,0
0,15300,14695,48095,0,1,0,0,301.6576658,0,16,19.01244637,0,0,0,0,1,0
0,15300,83039,99630,0,8,1,2,354.4602994,,42,38.26595101,0,0,0,0,1,0
0,15300,,92320,0,28,0,0,325.9984486,0,15,15.33556026,0,1,0,0,0,0
0,15300,62094,96938,,9,0,0,,0,15,25.40714251,0,0,0,0,1,0
0,15300,82439,99896,0,1,0,0,281.2003291,1,21,39.4088714,0,0,0,0,1,0
0,15300,83004,121108,,,,,,,,36.82339319,,,,,,
0,15300,39065,54970,0,,0,0,73.75669023,0,15,41.82308472,1,0,0,0,0,0
0,15300,79541,94973,0,5,2,0,76.2075921,0,20,22.90250662,1,0,0,0,0,0
0,15300,81500,102000,1,3.5,0,0,123.7666667,1,25,,0,0,0,0,1,0
0,15300,101000,112500,0,1,0,0,129.8666667,2,21,,1,0,0,0,0,0
0,15300,42100,65000,0,7,0,0,95.33333333,3,15,,1,0,0,0,0,0
1,15300,21383,38480,1,20,0,1,182.6,4,31,,0,0,0,1,0,0
1,15300,96700,,1,5,0,1,225.1666667,0,24,,1,0,0,0,0,0
0,15300,101311,113253,0,0,0,0,140.0757712,1,21,40.66746229,1,0,0,0,0,0
0,15300,127172,156578,0,,0,0,213.2860218,0,19,36.29035353,0,0,0,1,0,0
0,15300,88251,103063,1,18,0,0,127.5661883,3,23,28.17177747,1,0,0,0,0,0
0,15300,59083,96073,0,8,0,0,194.0054867,0,19,20.48797965,0,0,0,0,1,0
0,15300,109767,117552,0,0,0,0,125.9425923,0,30,37.68939304,0,0,0,0,1,0
0,15300,54412,95123,0,6,0,0,134.2426479,2,22,35.08572068,0,0,0,0,1,0
0,15300,53736,102094,1,0,0,2,33.44969444,1,10,40.1048096,1,0,0,0,0,0
0,15300,,53184,0,1,0,0,81.62597086,1,9,39.00782276,0,1,0,0,0,0
0,15300,84989,98781,1,,0,0,184.5457457,0,25,43.0169776,0,1,0,0,0,0
0,15300,33113,57991,0,4,0,0,122.5788363,1,16,40.56988842,1,0,0,0,0,0
0,15300,24025,42722,,2,0,0,207.962141,0,15,37.1228372,0,1,0,0,0,0
1,15300,78375,108175,1,6,1,0,82.10483648,0,20,22.50324916,1,0,0,0,0,0
0,15300,77069,104534,0,0,0,0,276.9242472,2,21,39.24459954,0,0,0,0,1,0
1,15300,49421,67343,0,4,0,0,57.92941509,6,22,42.92961419,1,0,0,0,0,0
0,15400,103934,113696,0,4,0,0,265.5863519,1,34,26.75040396,0,1,0,0,0,0
0,15400,32131,47338,1,9,0,0,93.3731422,1,11,31.40918636,1,0,0,0,0,0
0,15400,100848,129454,1,10,0,0,174.8965193,2,31,28.06559087,0,0,0,0,1,0
0,15400,48275,69427,0,17,0,0,202.5462196,0,15,23.16004059,0,0,0,0,1,0
0,15400,32855,69663,0,7,0,0,256.2275509,1,16,23.3103728,0,0,0,0,1,0
0,15400,10074,57135,0,4,0,0,310.3667568,0,16,17.60120617,0,0,0,0,1,0
0,15400,50402,65561,0,25,0,0,282.6229052,0,16,38.09790247,0,0,0,1,0,0
1,15400,180017,206148,0,2,0,2,196.0336579,1,49,36.41734258,0,0,0,1,0,0
0,15400,59518,91172,0,2,0,0,159.0035106,0,25,24.9904907,0,1,0,0,0,0
1,15400,63456,96794,0,3,0,0,85.52936247,0,28,37.362645,0,0,0,0,1,0
0,15400,25822,43334,,1,0,0,211.0166419,0,15,40.52940513,0,1,0,0,0,0
0,15400,104451,119195,0,5,0,0,264.7616522,0,34,29.96327278,0,1,0,0,0,0
0,15400,58085,91192,0,10,0,0,191.344217,0,19,21.36431232,0,0,0,0,1,0
0,15400,,43899,1,0,0,0,324.5517414,1,9,27.77956059,1,0,0,0,0,0
0,15400,34574,69751,0,6,0,0,254.0561961,1,16,22.72101357,0,0,0,0,1,0
0,15400,110900,126400,0,16,0,0,179.5666667,1,18,,,,,,,
0,15400,47749,74451,0,3,0,0,133.8993123,1,8,27.92203478,0,0,0,1,0,0
0,15400,,55421,0,2,0,0,81.27851127,2,9,38.72389503,0,1,0,0,0,0
0,15400,73793,86176,0,2,1,0,229.3693761,3,26,30.95851999,1,0,0,0,0,0
0,15400,30703,57184,1,10,0,0,122.8043265,0,10,18.15090215,1,0,0,0,0,0
0,15400,28669,43078,0,14,1,0,108.1988949,1,17,24.67417485,0,0,0,1,0,0
0,15400,101981,145125,0,3,,,105.5525696,3,15,32.6994401,0,1,0,0,0,0
0,15400,7839,48276,0,4,0,0,315.1783185,0,16,18.30195947,0,0,0,0,1,0
0,15400,39452,56834,0,7,1,0,120.0565557,1,15,39.90893415,1,0,0,0,0,0
0,15400,50121,67755,0,3,0,0,168.748032,0,14,37.56086276,1,0,0,0,0,0
1,15500,57993,82248,0,10,0,0,173.0729685,0,16,32.14246898,1,0,0,0,0,0
0,15500,56206,137388,0,2,0,0,275.5235464,4,42,39.74429871,1,0,0,0,0,0
0,15500,158506,179499,0,8,,0,195.6860259,4,26,40.73934639,0,0,0,0,1,0
0,15500,59316,80837,0,1,0,0,126.9127232,3,11,35.90146304,1,0,0,0,0,0
0,15500,127793,158580,0,,0,0,229.3450754,0,19,39.50968107,0,0,0,1,0,0
0,15500,36650,62963,0,6,0,0,260.8567886,0,16,24.29905935,0,0,0,0,1,0
0,15500,74761,92729,0,9,0,1,339.0892634,,42,37.47461725,0,0,0,0,1,0
0,15500,25448,39188,,3,0,0,215.5924991,0,16,38.97511499,0,1,0,0,0,0
0,15500,93730,106841,0,13,,1,132.8205709,0,18,33.29297369,0,0,1,0,0,0
0,15500,88929,115249,0,0,0,2,156.130914,0,34,32.0338704,0,0,0,0,1,0
0,15500,79185,88693,0,19,0,0,244.2078401,10,23,36.33936235,0,0,0,1,0,0
0,15500,98646,115669,0,13,0,0,177.5489659,0,26,33.350529,1,0,0,0,0,0
0,15500,71412,93723,0,19,0,0,238.5013159,11,24,35.96589822,0,0,0,1,0,0
0,15500,97596,119326,0,0,,3,254.7077326,1,30,40.98730093,0,1,0,0,0,0
0,15500,52051,88200,0,30,0,0,211.0666667,0,22,,0,1,0,0,0,0
1,15500,48100,67000,0,15,,,,,,,1,0,0,0,0,0
1,15500,26452,43900,0,21,1,2,215.0666667,0,19,,0,0,0,1,0,0
1,15500,38900,60500,0,8,7,4,95.9,2,53,,1,0,0,0,0,0
0,15500,28269,52822,1,9,0,0,120.6109212,1,9,18.18289192,1,0,0,0,0,0
0,15500,25751,43531,,0,0,0,213.3592817,0,16,37.79499193,0,1,0,0,0,0
0,15500,46846,70082,0,7,0,0,152.1680601,2,12,30.13149723,0,0,0,0,1,0
0,15500,46125,63276,0,27,0,0,298.476411,0,16,39.30720132,0,0,0,1,0,0
1,15500,54653,73117,0,13,,,,,,29.54185091,1,0,0,0,0,0
0,15500,20800,173566,1,6,0,0,292.0341855,0,26,25.56288193,0,0,0,0,0,1
1,15500,82054,104627,0,3,0,0,9.048515086,1,35,60.64575626,0,0,1,0,0,0
0,15500,116543,133986,0,17,0,0,164.6813583,1,18,37.57081963,,,,,,
0,15500,17727,39746,,1,0,0,204.0958698,0,16,40.66018644,0,1,0,0,0,0
0,15500,96426,122322,0,12,0,0,226.2845243,0,12,40.86810919,0,1,0,0,0,0
0,15600,,66837,,9,0,0,94.69068521,0,15,26.32256955,,,,,,
0,15600,83758,106992,1,3,0,0,127.6658177,1,24,39.01451939,0,0,0,0,1,0
0,15600,102572,112721,0,3,0,1,271.270791,0,33,29.63441489,0,1,0,0,0,0
0,15600,49151,62005,0,4,0,0,185.653088,0,14,36.02110045,1,0,0,0,0,0
0,15600,102881,117868,0,11,0,0,287.4411309,2,19,31.75987679,1,0,0,0,0,0
0,15600,104458,137583,0,1,0,0,280.789801,0,46,41.23523649,1,0,0,0,0,0
0,15600,27599,47615,1,10,0,0,90.3276282,1,12,29.67474957,1,0,0,0,0,0
0,15600,75701,106389,0,0,0,0,278.6803944,2,21,40.10825906,0,0,0,0,1,0
0,15600,62622,106824,1,9,0,0,261.0214154,0,11,34.97887956,0,0,0,0,1,0
0,15600,76724,96942,0,0,1,0,157.4109509,1,18,34.23989502,1,0,0,0,0,0
0,15600,89312,110431,1,2,0,0,110.4299504,1,25,39.2128036,0,0,0,0,1,0
0,15600,105959,121747,0,0,0,0,120.5331314,2,21,39.29481281,1,0,0,0,0,0
0,15600,58728,92443,1,6,0,0,128.0295993,0,13,28.48485856,0,0,0,0,1,0
1,15600,74156,101136,0,11,0,3,107.3884676,0,24,27.69600093,0,0,0,1,0,0
1,15600,63500,80000,0,0.2,3,0,104.5666667,2,20,,0,0,1,0,0,0
0,15600,92789,123455,0,13,0,0,176.7349322,0,26,36.54427311,1,0,0,0,0,0
0,15600,68056,103179,1,7,0,0,263.3894092,1,12,37.1830778,0,0,0,0,1,0
0,15600,47537,66581,0,7,0,1,116.6148587,3,48,30.37280108,1,0,0,0,0,0
1,15600,62582,131510,0,2,0,2,122.6040529,1,17,38.5882224,0,0,0,0,0,1
0,15600,51990,141518,0,1,0,0,272.5030662,3,43,39.30182319,1,0,0,0,0,0
1,15700,53443,77704,0,2,0,5,73.08753889,0,16,45.19549587,0,1,0,0,0,0
0,15700,80200,88545,0,21,0,0,242.6003878,10,24,36.29703312,0,0,0,1,0,0
0,15700,64625,93272,0,0,0,0,178.8913882,0,24,23.74406826,0,1,0,0,0,0
0,15700,64793,99157,1,22,0,0,244.7316736,1,23,38.32818888,0,0,0,0,1,0
0,15700,135886,181894,0,10,0,0,247.9650654,0,21,30.32639892,0,0,0,1,0,0
0,15700,75764,97122,0,5,2,0,70.72519735,0,21,24.43178961,1,0,0,0,0,0
0,15700,35873,52800,1,10,0,0,128.2359137,0,10,20.95025208,1,0,0,0,0,0
0,15700,46423,72198,0,0,,2,267.4388553,1,10,36.52931958,1,0,0,0,0,0
0,15700,48093,65686,0,3,0,0,149.9063788,1,12,30.48636123,0,0,0,0,1,0
0,15700,111367,127421,0,16,0,0,184.2348073,1,18,41.03530607,,,,,,
1,15700,149305,,0,25,0,2,382.8588359,0,71,38.22834475,0,0,0,0,1,0
0,15700,85384,101302,0,1,0,0,128.2862471,0,22,41.56998354,1,0,0,0,0,0
0,15700,95128,122248,0,10,0,0,171.0217817,0,27,36.33260042,1,0,0,0,0,0
0,15700,,28198,0,12,,,87.62052637,2,9,32.44547552,1,0,0,0,0,0
0,15700,79346,93472,0,19,0,0,244.476057,11,23,33.19641246,0,0,0,1,0,0
0,15700,64185,84000,0,0.2,2,2,112.0333333,2,26,,1,0,0,0,0,0
1,15700,60316,80000,0,0.2,1,0,85.2,1,23,,0,0,0,1,0,0
1,15700,83761,125860,1,1,0,0,,0,0,,1,0,0,0,0,0
0,15700,16804,34294,0,9,0,0,131.7734232,0,10,23.97970277,0,0,0,1,0,0
0,15700,122646,204282,0,2,0,0,201.9237078,0,17,26.31831366,1,0,0,0,0,0
0,15700,87754,103045,1,21,0,0,147.450177,4,23,29.18174264,1,0,0,0,0,0
0,15700,,54557,0,2,0,0,93.04453952,2,8,41.25598551,0,1,0,0,0,0
0,15700,99618,131710,0,5,,,236.6809468,2,41,37.86554654,0,0,0,1,0,0
0,15700,81709,111127,1,4,0,0,123.6244484,0,25,37.5606476,0,0,0,0,1,0
0,15700,40314,60640,1,25,0,0,255.5274603,0,13,22.54068012,1,0,0,0,0,0
0,15700,46124,67964,0,6,0,0,155.7547891,2,12,28.79791858,0,0,0,0,1,0
0,15700,74587,93180,0,19,0,0,263.1591633,10,24,35.40441453,0,0,0,1,0,0
0,15700,58410,89082,0,29,0,0,211.8056744,0,21,31.05837251,0,1,0,0,0,0
1,15700,53478,68885,0,5,0,0,83.69551611,5,17,40.34993,1,0,0,0,0,0
0,15700,83830,122719,,,,,,,,35.16514615,,,,,,
0,15800,91095,109401,0,12,,1,154.3601832,0,17,33.52627067,0,0,1,0,0,0
0,15800,51281,144202,0,1,0,0,285.9978979,4,43,41.5380511,1,0,0,0,0,0
0,15800,9407,60165,0,1,0,0,310.6584212,0,5,40.0513062,0,0,1,0,0,0
0,15800,61073,90897,0,8,0,0,208.5007559,0,20,23.03574584,0,0,0,0,1,0
0,15800,25344,79736,1,,0,0,249.9837678,0,50,42.43556267,1,0,0,0,0,0
0,15800,,30395,0,12,,,85.27403355,2,8,33.56526399,1,0,0,0,0,0
0,15800,89765,111792,0,1,0,2,143.3555312,1,34,33.05883512,0,0,0,0,1,0
0,15800,,44144,1,0,0,0,315.8126317,1,9,25.65038413,1,0,0,0,0,0
1,15800,58100,83000,0,2,1,1,284.0666667,4,27,,0,0,0,0,1,0
1,15800,,58995,1,1,2,3,194.9870881,1,45,52.20316451,1,0,0,0,0,0
1,15800,104913,121214,0,2,0,0,134.0038302,0,21,44.91516055,0,0,0,0,1,0
0,15800,51163,157644,0,19,0,0,239.2247894,0,28,20.74752052,0,0,0,0,1,0
0,15800,101246,142340,0,2,,,109.2939326,2,16,33.77082855,0,1,0,0,0,0
0,15800,78905,97628,0,0,0,0,152.1711375,0,23,42.21828222,1,0,0,0,0,0
1,15800,74815,89721,0,16,0,0,,0,0,37.98450463,0,0,0,1,0,0
0,15800,24939,39285,,2,0,0,209.0374415,0,16,38.88812837,0,1,0,0,0,0
0,15800,103537,111139,0,3,0,1,252.2677576,1,34,27.67406397,0,1,0,0,0,0
0,15800,102552,138171,1,13,0,0,116.7631844,4,21,35.11315049,0,0,0,0,1,0
0,15800,58388,100944,1,0,0,3,51.52514753,1,10,39.86252014,1,0,0,0,0,0
0,15800,,96579,0,28,0,0,328.2104926,0,15,12.1535212,0,1,0,0,0,0
0,15800,71820,89739,0,0,1,1,122.9555871,1,25,33.51907044,1,0,0,0,0,0
0,15800,94363,128434,0,4,,,241.7361259,2,42,39.22189168,0,0,0,1,0,0
0,15800,41661,80457,0,3,0,1,137.3175078,0,8,27.43409485,0,0,0,1,0,0
0,15800,,96642,0,26,0,0,335.1546882,0,16,12.70693798,0,1,0,0,0,0
0,15800,20665,43790,0,8,0,0,108.4139366,0,11,22.82689244,0,0,0,1,0,0
1,15800,42504,64847,1,,0,0,120.738013,2,18,36.83445756,1,0,0,0,0,0
0,15800,46716,60231,0,3,0,0,191.3237369,0,13,28.05360448,1,0,0,0,0,0
1,15800,69928,,,23,0,3,82.44398559,1,14,32.32726246,1,0,0,0,0,0
0,15800,74575,95815,0,7,2,0,69.5813481,0,21,24.10872688,1,0,0,0,0,0
0,15900,95120,114674,0,4,0,1,278.8920593,0,34,28.23229678,0,1,0,0,0,0
0,15900,46731,71521,0,18,0,0,192.1442355,0,22,40.36176991,0,0,0,0,1,0
0,15900,96854,156450,0,1,0,0,212.6660046,0,19,40.21338458,0,0,0,1,0,0
0,15900,65827,97935,0,1,0,0,160.4169586,4,20,32.60020273,0,1,0,0,0,0
0,15900,52012,105877,1,0,0,2,50.53156169,1,10,40.39225654,1,0,0,0,0,0
0,15900,50715,70467,0,0,,1,285.3869287,0,10,36.05038237,1,0,0,0,0,0
0,15900,49516,105352,1,0,0,2,54.43732562,0,9,40.27060762,1,0,0,0,0,0
0,15900,94108,113888,1,2,0,0,140.5100538,0,21,36.31878818,0,1,0,0,0,0
0,15900,38514,50309,0,6,1,0,101.8261423,1,16,38.87780839,1,0,0,0,0,0
0,15900,79660,96393,0,4,2,0,84.205779,1,21,22.1131931,1,0,0,0,0,0
0,15900,102564,120724,0,0,0,0,125.8340702,0,30,37.99377579,0,0,0,0,1,0
0,15900,38860,68912,0,9,0,0,250.9275029,1,16,22.17526323,0,0,0,0,1,0
0,15900,101412,119751,0,9,0,0,299.953098,2,18,30.1768704,1,0,0,0,0,0
0,15900,97478,120514,0,1,,3,264.2609164,1,29,41.84027524,0,1,0,0,0,0
0,15900,48563,64679,0,4,0,0,156.1013809,2,12,27.80854709,0,0,0,0,1,0
0,15900,42623,66458,0,4,0,0,146.8278925,1,12,30.28912984,0,0,0,0,1,0
0,15900,69548,89775,0,1,0,0,230.6730803,2,25,30.10831743,1,0,0,0,0,0
1,15900,43830,59530,0,4.6,1,0,148.1333333,1,27,,1,0,0,0,0,0
1,15900,89500,104200,0,15,0,3,183.6333333,0,37,,0,0,0,0,1,0
0,15900,107336,120451,0,1,0,0,123.4655194,2,21,37.99240801,1,0,0,0,0,0
0,15900,112973,129878,0,17,0,0,179.1340086,0,17,39.19202587,,,,,,
1,15900,101337,,1,4,0,0,235.6274023,0,23,20.72337565,1,0,0,0,0,0
0,15900,68304,92271,0,1,1,2,113.2284034,2,25,32.88184693,1,0,0,0,0,0
0,15900,68079,90212,1,,0,0,304.2447551,0,19,30.42200388,1,0,0,0,0,0
0,15900,71841,96424,1,10,,,111.4372511,0,11,36.95496961,0,1,0,0,0,0
0,15900,88000,109500,0,7,0,0,138,2,21,,0,0,0,0,1,0
0,15900,58518,82095,1,10,0,2,177.24778,0,14,28.81879312,0,0,0,0,1,0
0,15900,90017,114267,0,8,0,0,205.2183294,2,36,41.23051218,0,0,0,0,1,0
0,15900,19639,171350,1,8,0,0,311.3103604,0,26,26.87672986,0,0,0,0,0,1
0,15900,94078,118359,0,13,0,0,125.5519994,1,8,37.78182264,1,0,0,0,0,0
0,15900,16744,52234,0,3,0,0,288.4159495,0,16,17.45222743,0,0,0,0,1,0
0,16000,56295,77146,0,0,0,0,190.3964069,0,24,31.73703429,0,1,0,0,0,0
0,16000,,51792,0,,,,340.6849684,,17,30.61151879,1,0,0,0,0,0
0,16000,71861,95315,1,24,0,0,241.412515,1,23,35.4747731,0,0,0,0,1,0
0,16000,32918,52482,0,3,0,0,259.5710207,0,34,40.347344,0,0,0,0,1,0
0,16000,74459,103255,0,6,3,0,72.8645904,1,21,24.93522997,1,0,0,0,0,0
0,16000,20648,167020,1,5,0,0,315.4665656,0,26,25.91297601,0,0,0,0,0,1
0,16000,82097,100225,0,0,0,0,129.3745132,0,22,39.8272172,1,0,0,0,0,0
0,16000,133193,160919,0,,0,0,223.3385211,0,18,37.3015175,0,0,0,1,0,0
0,16000,88093,106943,0,7,0,0,207.2028505,1,36,42.5730795,0,0,0,0,1,0
1,16000,20000,60000,1,11,0,0,51.03333333,0,9,,1,0,0,0,0,0
0,16000,31000,54000,0,16,0,0,110.6,1,18,,1,0,0,0,0,0
0,16000,101000,130000,0,7.5,0,0,102.5,0,14,,0,0,0,0,1,0
0,16000,62200,89200,0,1.9,0,0,176.5333333,1,31,,1,0,0,0,0,0
0,16000,90900,152300,1,5,0,0,102.5,0,17,,0,0,0,0,1,0
0,16000,42000,63400,1,3.5,0,0,123.8,0,18,,0,1,0,0,0,0
0,16000,38600,57822,0,17,0,0,276.9666667,0,22,,1,0,0,0,0,0
0,16000,96000,160050,,,1,,260.7666667,,24,,1,0,0,0,0,0
0,16000,65000,91000,0,0.2,0,0,85.23333333,0,17,,0,0,0,1,0,0
0,16000,16300,128200,0,10,0,0,366.2666667,1,10,,1,0,0,0,0,0
1,16000,69322,106189,1,2,1,1,238.4,0,31,,0,0,0,0,1,0
1,16000,83200,,0,0.6,0,0,318.5666667,9,27,,0,0,0,0,1,0
1,16000,88238,117500,0,4,0,3,176.4666667,5,34,,1,0,0,0,0,0
1,16000,50000,71130,0,2.5,0,0,189.7,0,22,,0,0,0,0,1,0
1,16000,70000,87400,0,18,,3,145.8666667,3,18,,0,1,0,0,0,0
0,16000,63005,90908,1,,0,0,295.1152504,0,20,29.01487651,1,0,0,0,0,0
0,16000,,33382,0,13,,,84.93118132,1,9,33.72078338,1,0,0,0,0,0
0,16000,98338,115759,0,8,0,0,296.0762618,1,19,30.06273571,1,0,0,0,0,0
0,16000,84505,108652,0,30,,1,332.385736,2,48,33.74218195,0,1,0,0,0,0
0,16000,71670,84124,0,10,0,0,81.59612884,3,12,32.94889897,1,0,0,0,0,0
0,16000,52546,63837,0,7,0,1,122.1963249,2,49,30.14326133,1,0,0,0,0,0
0,16000,77067,94613,0,5,0,0,207.4133904,3,18,41.05898907,1,0,0,0,0,0
0,16000,,46140,0,,,,344.580126,,16,31.64081278,1,0,0,0,0,0
0,16000,85228,91519,1,,0,0,162.7712009,0,26,43.58388253,0,1,0,0,0,0
0,16000,62973,87698,0,1,0,0,156.4281155,0,24,23.57080084,0,1,0,0,0,0
0,16000,140979,181166,0,9,0,0,236.7071183,0,21,27.84133988,0,0,0,1,0,0
0,16000,57944,89778,1,2,0,0,135.6060779,0,12,25.72579366,0,0,0,0,1,0
0,16000,65901,85627,0,5,0,0,117.3570325,0,20,21.44534142,0,1,0,0,0,0
0,16000,66395,85782,0,1,2,1,99.51921755,1,25,33.20696963,1,0,0,0,0,0
0,16000,69861,87086,0,7,0,0,205.3280458,2,18,43.43633435,1,0,0,0,0,0
1,16100,49371,77400,0,3,2,2,214.0603762,1,51,44.21676389,0,1,0,0,0,0
0,16100,76644,103192,0,5,2,0,76.07793545,0,20,24.18793386,1,0,0,0,0,0
0,16100,94089,159427,1,6,0,0,101.9604601,0,16,35.99497953,0,0,0,0,1,0
1,16100,,30695,1,11,0,1,64.33574112,2,2,29.23301484,1,0,0,0,0,0
0,16100,63798,91045,1,,0,0,298.2107312,0,19,30.96164513,1,0,0,0,0,0
0,16100,59734,93756,0,31,0,0,210.1589374,0,21,32.59621957,0,1,0,0,0,0
0,16100,99844,114647,0,11,0,0,169.983556,0,27,33.52327854,1,0,0,0,0,0
0,16100,107758,124610,0,0,0,0,129.1788981,0,29,34.2115674,0,0,0,0,1,0
0,16100,45973,64430,1,3,0,0,117.0737532,0,17,33.8247164,0,1,0,0,0,0
0,16100,63152,85097,0,5,0,0,102.4008978,1,20,24.17553291,0,1,0,0,0,0
0,16100,76981,106014,0,0,0,0,269.3426287,1,21,39.79911228,0,0,0,0,1,0
1,16100,33209,52000,0,8,0,0,91.3,1,15,,1,0,0,0,0,0
1,16100,61712,82649,0,12,0,0,94.6451236,0,9,27.5488312,1,0,0,0,0,0
0,16100,105719,116491,0,1,0,0,117.8736121,2,20,38.7636997,1,0,0,0,0,0
0,16100,47198,79384,0,1,,1,297.4825046,1,9,36.73611367,1,0,0,0,0,0
0,16100,41379,57862,0,17,0,0,282.0062894,0,21,30.7084874,1,0,0,0,0,0
0,16100,54715,71673,0,1,0,0,186.2158287,0,25,29.67050636,0,1,0,0,0,0
0,16100,49244,65523,1,2,0,0,110.2198934,0,17,31.00152371,0,1,0,0,0,0
0,16100,,29725,0,11,,,85.95153044,2,8,33.49604656,1,0,0,0,0,0
0,16100,26276,168105,1,7,0,0,336.1984645,0,26,25.99181995,0,0,0,0,0,1
0,16100,51041,72749,0,8,0,0,90.32595067,2,15,43.89773033,1,0,0,0,0,0
0,16100,72942,99544,0,5,2,0,54.94567887,1,20,23.28293339,1,0,0,0,0,0
0,16100,81145,92943,0,8,1,2,343.4989168,,41,37.55797663,0,0,0,0,1,0
0,16100,68905,91572,0,3,0,0,165.4571246,0,25,24.92011999,0,1,0,0,0,0
0,16200,43794,69458,1,2,0,0,140.5029163,0,18,31.10952867,0,1,0,0,0,0
0,16200,25329,37433,0,21,1,0,207.1595475,2,16,32.71808803,0,0,0,0,1,0
0,16200,104896,137950,0,2,,,112.2830944,2,15,32.76133796,0,1,0,0,0,0
0,16200,62258,92595,0,2,0,0,177.8542195,0,25,22.21960047,0,1,0,0,0,0
0,16200,49552,82523,0,4,0,0,131.7057154,1,8,28.17203289,0,0,0,1,0,0
0,16200,68873,101797,1,23,0,0,220.9651523,0,23,36.25933734,0,0,0,0,1,0
0,16200,87248,116407,0,20,0,0,270.0076812,1,16,24.54326882,1,0,0,0,0,0
0,16200,49780,109050,1,2,,2,128.2885293,0,23,39.57681143,0,1,0,0,0,0
0,16200,,95280,,,0,0,194.4600162,1,10,33.12372818,1,0,0,0,0,0
0,16200,70703,87682,0,10,0,0,87.21132856,3,10,31.37926884,1,0,0,0,0,0
0,16200,62783,94394,0,1,0,0,167.429347,0,25,23.69115685,0,1,0,0,0,0
1,16200,83448,135447,0,17,0,5,129.7801316,9,19,45.55441548,0,0,0,1,0,0
0,16200,53600,73500,0,5,,,104.7333333,1,8,,1,0,0,0,0,0
0,16200,95465,114758,0,7,0,0,298.4644353,2,19,32.6225601,1,0,0,0,0,0
1,16200,71530,88569,0,14,0,0,,0,1,35.88671015,0,0,0,1,0,0
0,16200,96049,129091,0,5,,,251.1608938,3,42,36.69216791,0,0,0,1,0,0
0,16200,22956,44866,0,16,0,0,114.7590192,1,17,24.09088217,0,0,0,1,0,0
1,16200,118585,131940,0,5,0,0,202.3851699,2,40,23.97711222,0,0,1,0,0,0
1,16200,23466,206368,0,9,7,3,141.0274265,10,41,32.36849777,0,0,0,1,0,0
0,16200,86021,113030,0,20,0,0,284.1597667,0,17,26.65016531,1,0,0,0,0,0
0,16200,105502,117705,0,0,0,0,125.2425886,2,21,38.81066171,1,0,0,0,0,0
0,16200,76211,104348,0,0,0,0,141.0468244,1,18,33.33441192,1,0,0,0,0,0
0,16200,81933,131208,0,13,0,0,308.5320272,0,19,29.60368375,0,0,0,0,1,0
